DoctorID,Date,Day,Time,Activity,Location,Notes
10,2025-07-11,Friday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-11,Friday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-11,Friday,12:00-13:00,Lunch Break,,
10,2025-07-11,Friday,13:00-15:00,Pediatric Eye Surgery,OR,Surgical procedures
10,2025-07-11,Friday,15:00-16:00,Documentation,Shared Space,Weekly notes
10,2025-07-11,Friday,16:00-17:00,Post-operative Care,Shared Space,Surgical follow-up
10,2025-07-11,Friday,17:00-18:00,Quality Improvement,Home Office,Safety protocols
10,2025-07-12,Saturday,08:00-09:00,Administrative Tasks,Home Office,Weekend planning
10,2025-07-12,Saturday,09:00-12:00,On-call Coverage,Hospital,Emergency ophthalmology consultations
10,2025-07-12,Saturday,12:00-13:00,Lunch Break,,
10,2025-07-12,Saturday,13:00-17:00,On-call Coverage,Hospital,Emergency ophthalmology consultations
10,2025-07-13,Sunday,08:00-09:00,Administrative Tasks,Home Office,Research writing
10,2025-07-13,Sunday,09:00-12:00,On-call Coverage,Hospital,Emergency ophthalmology consultations
10,2025-07-13,Sunday,12:00-13:00,Lunch Break,,
10,2025-07-13,Sunday,13:00-17:00,On-call Coverage,Hospital,Emergency ophthalmology consultations
10,2025-07-14,Monday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-14,Monday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-14,Monday,12:00-13:00,Lunch Break,,
10,2025-07-14,Monday,13:00-15:00,Pediatric Eye Surgery,OR,Surgical procedures
10,2025-07-14,Monday,15:00-16:00,Documentation,Shared Space,Surgical notes
10,2025-07-14,Monday,16:00-17:00,Retinal Examinations,Shared Space,Diagnostic procedures
10,2025-07-14,Monday,17:00-18:00,Multidisciplinary Team Meeting,Conference Room,Case discussions
10,2025-07-15,Tuesday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-15,Tuesday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-15,Tuesday,12:00-13:00,Lunch Break,,
10,2025-07-15,Tuesday,13:00-15:00,Strabismus Evaluations,Shared Space,Muscle alignment assessments
10,2025-07-15,Tuesday,15:00-16:00,Documentation,Shared Space,Patient notes
10,2025-07-15,Tuesday,16:00-17:00,Optical Coherence Tomography,Shared Space,OCT imaging
10,2025-07-15,Tuesday,17:00-18:00,Research Activities,Home Office,Clinical studies
10,2025-07-16,Wednesday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-16,Wednesday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-16,Wednesday,12:00-13:00,Lunch Break,,
10,2025-07-16,Wednesday,13:00-15:00,Pediatric Eye Surgery,OR,Surgical procedures
10,2025-07-16,Wednesday,15:00-16:00,Documentation,Shared Space,Surgical notes
10,2025-07-16,Wednesday,16:00-17:00,Glaucoma Evaluations,Shared Space,Pressure testing
10,2025-07-16,Wednesday,17:00-18:00,Family Conferences,Shared Space,Treatment discussions
10,2025-07-17,Thursday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-17,Thursday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-17,Thursday,12:00-13:00,Lunch Break,,
10,2025-07-17,Thursday,13:00-15:00,Amblyopia Therapy,Shared Space,Vision therapy sessions
10,2025-07-17,Thursday,15:00-16:00,Documentation,Shared Space,Treatment notes
10,2025-07-17,Thursday,16:00-17:00,Fluorescein Angiography,Shared Space,Retinal imaging
10,2025-07-17,Thursday,17:00-18:00,Educational Activities,Conference Room,Teaching sessions
10,2025-07-18,Friday,08:00-09:00,Morning Rounds,Hospital,Inpatient consultations
10,2025-07-18,Friday,09:00-12:00,Outpatient Clinic,Shared Space,Scheduled appointments
10,2025-07-18,Friday,12:00-13:00,Lunch Break,,
10,2025-07-18,Friday,13:00-15:00,Pediatric Eye Surgery,OR,Surgical procedures
10,2025-07-18,Friday,15:00-16:00,Documentation,Shared Space,Weekly notes
10,2025-07-18,Friday,16:00-17:00,Post-operative Care,Shared Space,Surgical follow-up
10,2025-07-18,Friday,17:00-18:00,Quality Improvement,Home Office,Safety protocols
